z,mean,scatter,weight
0.37000000000000005,0.010620731112784235,0.02373222275414289,0.7199001230467502
0.38000000000000006,0.00927800574144991,0.02335292972789296,0.7278993691187214
0.39000000000000007,0.007132194909913855,0.022398350078224116,0.7157232160775387
0.4000000000000001,0.004986384078377798,0.021443770428555272,0.7035470630363561
0.4100000000000001,0.0031895680529627603,0.02111942604186017,0.7094687116940209
0.42000000000000004,0.0016711011242587317,0.02129774075807254,0.7298246919433776
0.43000000000000005,0.0009560842325156117,0.02184797672452842,0.733120666001448
0.44000000000000006,0.0008904382483462562,0.022698809901397207,0.7226282634411616
0.45000000000000007,0.0009719955036234987,0.023390694028521352,0.7229054961536708
0.4600000000000001,0.001187132516456659,0.023938339648337817,0.7329556474114106
0.4700000000000001,0.000984096301595055,0.024507666880583985,0.7345177157975862
0.4800000000000001,0.00013563195922648903,0.02511045852801756,0.722978879890777
0.49000000000000005,2.19042950971004e-05,0.025403733462592785,0.7180633323222829
0.5000000000000001,0.0011330327223980463,0.025181022953168413,0.7241892575790284
0.5100000000000001,0.0013514762882486863,0.025105867660118724,0.726369143858044
0.5200000000000001,0.0006539783208246359,0.025182111765630958,0.7245001869811986
0.5300000000000001,0.0003366608394978131,0.02576780476505517,0.728092756439747
0.5400000000000001,0.0004008421173181861,0.026438752043901656,0.732175248135951
0.5500000000000002,0.0023598624328738087,0.026059505341996102,0.7214260284981199
0.5600000000000002,0.00427933974344616,0.026608008312023645,0.7118062831843998
0.5700000000000002,0.006102141287003528,0.02702975042313028,0.7032463154089404
0.5800000000000002,0.007673538444132519,0.02567539952780112,0.6960851885012449
0.5900000000000002,0.007689975224842135,0.026367821875005335,0.696696518601046
0.6000000000000002,0.009478767904181885,0.027085993515056316,0.7091387776750213
0.6100000000000001,0.010241379742776663,0.026859314733314515,0.6935807785865838
0.6200000000000001,0.010626442837694457,0.02695176956502849,0.68255614607362
0.6300000000000001,0.011169988258641588,0.027816489135822783,0.6907162408753684
0.6400000000000001,0.012054477711655699,0.027562509811395255,0.6970118118787144
0.6500000000000001,0.012613932500886984,0.027368747097310627,0.7014955887529541
0.6600000000000001,0.012469314856675682,0.027305422333702926,0.7020547555978184
0.6700000000000002,0.01232469721246438,0.027242097570095228,0.7026139224426826
0.6800000000000002,0.012180079568253078,0.027178772806487526,0.703173089287547
0.6900000000000002,0.012035461924041776,0.02711544804287983,0.7037322561324112
0.7000000000000002,0.011890844279830474,0.02705212327927213,0.7042914229772754
0.7100000000000002,0.011746226635619172,0.02698879851566443,0.7048505898221397
0.7200000000000002,0.011601608991407872,0.02692547375205673,0.7054097566670039
0.7300000000000002,0.01145699134719657,0.026862148988449033,0.7059689235118681
0.7400000000000002,0.011312373702985268,0.026798824224841332,0.7065280903567324
0.7500000000000002,0.011167756058773966,0.026735499461233634,0.7070872572015966
0.7600000000000002,0.011023138414562664,0.026672174697625936,0.7076464240464609
0.7700000000000002,0.010878520770351362,0.026608849934018235,0.7082055908913252
0.7800000000000001,0.010733903126140061,0.026545525170410537,0.7087647577361894
0.7900000000000001,0.01058928548192876,0.02648220040680284,0.7093239245810536
0.8000000000000002,0.010444667837717457,0.026418875643195137,0.7098830914259179
0.8100000000000002,0.010300050193506155,0.02635555087958744,0.7104422582707821
0.8200000000000002,0.010155432549294853,0.02629222611597974,0.7110014251156463
0.8300000000000002,0.010010814905083551,0.02622890135237204,0.7115605919605106
0.8400000000000002,0.00986619726087225,0.026165576588764342,0.7121197588053749
0.8500000000000002,0.009721579616660947,0.026102251825156644,0.7126789256502392
0.8600000000000002,0.009576961972449645,0.026038927061548943,0.7132380924951034
0.8700000000000002,0.009432344328238343,0.025975602297941245,0.7137972593399676
0.8800000000000002,0.009287726684027041,0.025912277534333544,0.7143564261848319
0.8900000000000002,0.00914310903981574,0.025848952770725846,0.7149155930296961
0.9000000000000002,0.008998491395604437,0.025785628007118148,0.7154747598745603
0.9100000000000003,0.008853873751393135,0.025722303243510446,0.7160339267194247
0.9200000000000003,0.008709256107181833,0.02565897847990275,0.7165930935642889
0.9300000000000002,0.008564638462970533,0.02559565371629505,0.7171522604091531
0.9400000000000002,0.00842002081875923,0.025532328952687353,0.7177114272540174
0.9500000000000002,0.008275403174547929,0.02546900418907965,0.7182705940988816
0.9600000000000002,0.008130785530336627,0.025405679425471953,0.7188297609437458
0.9700000000000002,0.007986167886125325,0.025342354661864252,0.7193889277886101
0.9800000000000002,0.007841550241914023,0.025279029898256554,0.7199480946334743
0.9900000000000002,0.007696932597702722,0.025215705134648856,0.7205072614783387
1.0000000000000002,0.00755231495349142,0.025152380371041155,0.7210664283232029
